Epoch/SVN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Epoch 1,11147.720964,15242.857707,-22570.824443,9367.560497,25738.326978,-22171.288466,-6718.097130,925.372854,14460.674715,24102.898880,-11947.695968,22181.588904,298.964686,-14283.859240,18790.859387,-23100.092775,15410.426816,4276.043832,-17853.111078,-18708.671994,2979.364559,-9387.943983,-10064.701109,13405.408929,-8537.646817,-7455.243508,15578.595928,6581.000838,3166.409162,12832.904236,-9803.560944,-24852.042192
Epoch 2,11215.806688,15221.571792,-22601.597558,9341.780609,25715.783302,-22193.126360,-6727.156481,902.307925,14451.052618,24063.134942,-11956.996712,22216.467482,252.240438,-14266.738814,18837.773888,-23053.960461,15393.933626,4352.511686,-17897.856679,-18755.635629,2997.932095,-9311.350180,-10122.051347,13403.714605,-8540.267768,-7418.033003,15567.117849,6502.270340,3219.802274,12894.704583,-9778.379414,-24873.142776
Epoch 3,11283.679717,15200.413843,-22632.208955,9316.156131,25692.932736,-22214.797857,-6736.108103,879.431546,14441.468279,24023.105433,-11966.352128,22251.020504,205.286732,-14249.365617,18884.655896,-23007.570063,15377.194601,4428.862176,-17942.611327,-18802.314992,3016.372575,-9234.705888,-10179.519637,13401.963046,-8542.864030,-7380.554180,15555.711049,6423.524993,3273.387095,12956.273250,-9753.372276,-24893.899714
Epoch 4,11351.338761,15179.384361,-22662.657240,9290.686867,25669.776136,-22236.301562,-6744.953323,856.743014,14431.923044,23982.811494,-11975.763158,22285.247530,158.103948,-14231.738888,18931.503837,-22960.922854,15360.208987,4505.093765,-17987.373553,-18848.709400,3034.687019,-9158.012805,-10237.104771,13400.155643,-8545.437032,-7342.806860,15544.376687,6344.766526,3327.162910,13017.609163,-9728.539449,-24914.312828
Epoch 5,11418.782536,15158.483835,-22692.941022,9265.372612,25646.314366,-22257.636087,-6753.693471,834.241617,14422.418255,23942.254274,-11985.230739,22319.148135,110.692477,-14213.857874,18978.316132,-22914.020116,15342.976036,4581.204917,-18032.141885,-18894.818181,3052.876452,-9081.272629,-10294.805531,13398.293784,-8547.988202,-7304.790876,15533.115912,6265.996670,3381.128997,13078.711253,-9703.880838,-24934.381950
Epoch 6,11486.009767,15137.712748,-22723.058914,9240.213148,25622.548301,-22278.800046,-6762.329880,811.926634,14412.955248,23901.434931,-11994.755801,22352.721903,63.052719,-14195.721831,19025.091204,-22866.863137,15325.495012,4657.194105,-18076.914848,-18940.640673,3070.941905,-9004.487060,-10352.620694,13396.378858,-8550.518966,-7266.506073,15521.929868,6187.217154,3435.284624,13139.578463,-9679.396342,-24954.106925
Epoch 7,11553.019187,15117.071569,-22753.009532,9215.208252,25598.478823,-22299.792054,-6770.863889,789.797332,14403.535358,23860.354628,-12004.339269,22385.968430,15.185088,-14177.330027,19071.827472,-22819.453213,15307.765185,4733.059803,-18121.690962,-18986.176222,3088.884414,-8927.657795,-10410.549028,13394.412255,-8553.030752,-7227.952309,15510.819691,6108.429706,3489.629048,13200.209742,-9655.085845,-24973.487609
Epoch 8,11619.809536,15096.560762,-22782.791496,9190.357689,25574.106826,-22320.610735,-6779.296837,767.852972,14394.159910,23819.014537,-12013.982064,22418.887323,-32.909994,-14158.681736,19118.523351,-22771.791648,15289.785835,4808.800490,-18166.468743,-19031.424185,3106.705023,-8850.786534,-10468.589294,13392.395364,-8555.524986,-7189.129452,15499.786513,6029.636054,3544.161516,13260.604047,-9630.949225,-24992.523869
Epoch 9,11686.379562,15076.180779,-22812.403429,9165.661215,25549.433210,-22341.254710,-6787.630070,746.092804,14384.830228,23777.415838,-12023.685101,22451.478201,-81.232094,-14139.776242,19165.177258,-22723.879753,15271.556250,4884.414652,-18211.246704,-19076.383929,3124.404777,-8773.874977,-10526.740245,13390.329573,-8558.003094,-7150.037383,15488.831456,5950.837925,3598.881266,13320.760347,-9606.986345,-25011.215585
Epoch 10,11752.728023,15055.932064,-22841.843958,9141.118578,25524.458886,-22361.722610,-6795.864936,724.516068,14375.547629,23735.559716,-12033.449289,22483.740691,-129.780766,-14120.612841,19211.787605,-22675.718846,15253.075728,4959.900778,-18256.023354,-19121.054831,3141.984732,-8696.924824,-10585.000628,13388.216271,-8560.466500,-7110.675994,15477.955636,5872.037045,3653.787527,13380.677614,-9583.197061,-25029.562647
