Epoch/SVN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Epoch 1,9402.250481,15795.240348,-21770.344249,10076.169940,26195.311865,-21587.678856,-6478.915343,1527.967068,14698.033491,25039.462189,-11742.130465,21264.381859,1396.260808,-14618.858412,17643.842751,-24141.913373,15713.311699,2356.306650,-16766.906327,-17481.860017,2493.083927,-11254.782989,-8728.631213,13421.675188,-8468.892578,-8301.870992,15882.693853,8506.139094,1861.212531,11230.386258,-10499.121462,-24217.043335
Epoch 2,9475.147331,15770.970657,-21804.625278,10046.528808,26180.620383,-21613.157225,-6490.993042,1500.107617,14687.949062,25006.940910,-11750.387289,21306.900428,1355.282344,-14607.639732,17691.039928,-24102.452493,15702.471641,2435.175116,-16810.970291,-17535.526733,2515.067253,-11179.960946,-8782.732790,13421.831969,-8472.561328,-8271.191146,15869.832232,8428.311650,1909.651783,11297.544145,-10469.653496,-24246.569223
Epoch 3,9547.865614,15746.813964,-21838.779701,10017.044855,26165.603877,-21638.504318,-6502.931911,1472.450910,14677.867794,24974.127605,-11758.674096,21349.107219,1314.068436,-14596.189679,17738.242172,-24062.704871,15691.406679,2513.965351,-16855.077829,-17588.928710,2536.900446,-11105.046934,-8836.979242,13421.897515,-8476.170436,-8240.251008,15857.011577,8350.426853,1958.297395,11364.499365,-10440.358493,-24275.759497
Epoch 4,9620.403865,15722.770990,-21872.806059,9987.718121,26150.262963,-21663.718678,-6514.733163,1444.996483,14667.791130,24941.023210,-11766.991941,21391.001533,1272.619194,-14584.507281,17785.447985,-24022.671581,15680.115864,2592.675725,-16899.227588,-17642.065038,2558.584367,-11030.042621,-8891.369559,13421.873196,-8479.721319,-8209.050115,15844.233193,8272.486427,2007.148906,11431.250655,-10411.236634,-24304.613694
Epoch 5,9692.760620,15698.842444,-21906.702895,9958.548637,26134.598266,-21688.798853,-6526.398020,1417.743866,14657.720506,24907.628669,-11775.341873,21432.582680,1230.934740,-14572.591572,17832.655861,-23982.353704,15668.598256,2671.304607,-16943.418211,-17694.934814,2580.119886,-10954.949675,-8945.902720,13421.760380,-8483.215394,-8177.588017,15831.498381,8194.492097,2056.205846,11497.796757,-10382.288091,-24333.131362
Epoch 6,9764.934426,15675.029032,-21940.468755,9929.536421,26118.610420,-21713.743391,-6537.927708,1390.692575,14647.657358,24873.944936,-11783.724940,21473.849981,1189.015205,-14560.441598,17879.864293,-23941.752332,15656.852919,2749.850374,-16987.648333,-17747.537146,2601.507878,-10879.769770,-9000.577698,13421.560439,-8486.654078,-8145.864276,15818.808434,8116.445592,2105.467734,11564.136422,-10353.513022,-24361.312061
Epoch 7,9836.923835,15651.331445,-21974.102186,9900.681486,26102.300071,-21738.550842,-6549.323458,1363.842119,14637.603118,24839.972971,-11792.142183,21514.802768,1146.860734,-14548.056408,17927.071770,-23900.868565,15644.878927,2828.311402,-17031.916585,-17799.871149,2622.749227,-10804.504577,-9055.393454,13421.274745,-8490.038791,-8113.878464,15806.164641,8038.348637,2154.934080,11630.268407,-10324.911578,-24389.155363
Epoch 8,9908.727405,15627.750368,-22007.601738,9871.983833,26085.667874,-21763.219760,-6560.586506,1337.191995,14627.559214,24805.713747,-11800.594642,21555.440384,1104.471480,-14535.435064,17974.276776,-23859.703512,15632.675361,2906.686071,-17076.221592,-17851.935948,2643.844822,-10729.155772,-9110.348945,13420.904672,-8493.370952,-8081.630163,15793.568284,7960.202962,2204.604381,11696.191477,-10296.483897,-24416.660850
Epoch 9,9980.343703,15604.286479,-22040.965961,9843.443452,26068.714494,-21787.748698,-6571.718094,1310.741690,14617.527072,24771.168240,-11809.083349,21595.762182,1061.847609,-14522.576633,18021.477793,-23818.258289,15620.241311,2984.972767,-17120.561976,-17903.730678,2664.795561,-10653.725031,-9165.443115,13420.451597,-8496.651984,-8049.118969,15781.020642,7882.010296,2254.478128,11761.904404,-10268.230108,-24443.828118
Epoch 10,10051.771300,15580.940444,-22074.193411,9815.060326,26051.440606,-21812.136214,-6582.719468,1284.490682,14607.508115,24736.337438,-11817.609334,21635.767527,1018.989295,-14509.480193,18068.673300,-23776.534022,15607.575872,3063.169876,-17164.936353,-17955.254482,2685.602346,-10578.214035,-9220.674903,13419.916895,-8499.883308,-8016.344487,15768.522985,7803.772367,2304.554798,11827.405968,-10240.150328,-24470.656770
