P1_Epoch,P1_sv_1,P1_sv_2,P1_sv_3,P1_sv_4,P1_sv_5,P1_sv_6,P1_sv_7,P1_sv_8,P1_sv_9,P1_sv_10,P1_sv_11,P1_sv_12,P1_sv_13,P1_sv_14,P1_sv_15,P1_sv_16,P1_sv_17,P1_sv_18,P1_sv_19,P1_sv_20,P1_sv_21,P1_sv_22,P1_sv_23,P1_sv_24,P1_sv_25,P1_sv_26,P1_sv_27,P1_sv_28,P1_sv_29,P1_sv_30,P1_sv_31,P1_sv_32
1,0.0000,0.0000,0.0000,0.0000,25004635.4254,0.0000,0.0000,23665938.4044,22337300.3444,0.0000,0.0000,0.0000,0.0000,0.0000,20593403.2574,0.0000,23274560.8684,23549797.4664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22251496.8424,21916606.6094,0.0000,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000,0.0000,25025464.0324,0.0000,0.0000,23683446.3934,22319145.1074,0.0000,0.0000,0.0000,0.0000,0.0000,20593747.2014,0.0000,23258966.8584,23542673.3904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22240455.5344,21927452.8264,0.0000,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000,0.0000,25046289.8434,0.0000,0.0000,23700977.1104,22301029.1714,0.0000,0.0000,0.0000,0.0000,0.0000,20594193.0354,0.0000,23243432.8224,23535650.6324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22229448.6634,21938367.6074,0.0000,0.0000,0.0000,0.0000
4,0.0000,0.0000,0.0000,0.0000,25067111.1804,0.0000,0.0000,23718534.9854,22282952.8114,0.0000,0.0000,0.0000,0.0000,0.0000,20594741.2284,0.0000,23227960.8564,23528728.8114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22218476.4204,21949350.8204,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000,25087926.9384,0.0000,0.0000,23736112.8624,22264917.2514,0.0000,0.0000,0.0000,0.0000,0.0000,20595391.4324,0.0000,23212548.4814,23521908.6344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22207538.4064,21960401.7744,0.0000,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000,0.0000,25108738.1344,0.0000,0.0000,23753716.6084,22246921.4804,0.0000,0.0000,0.0000,0.0000,0.0000,20596144.1414,0.0000,23197197.8604,23515191.7424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22196635.3664,21971520.9284,0.0000,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000,0.0000,25129545.3334,0.0000,0.0000,23771343.6334,22228967.3784,0.0000,0.0000,0.0000,0.0000,0.0000,20596999.1344,0.0000,23181909.1084,23508575.4704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22185766.8814,21982706.6524,0.0000,0.0000,0.0000,0.0000
8,0.0000,0.0000,0.0000,0.0000,25150344.1864,0.0000,0.0000,23788992.1164,22211054.7914,0.0000,0.0000,0.0000,0.0000,0.0000,20597956.9514,0.0000,23166683.6734,23502062.5494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22174933.0524,21993959.6684,0.0000,0.0000,0.0000,0.0000
9,0.0000,0.0000,0.0000,0.0000,25171136.8694,0.0000,0.0000,23806665.5964,22193182.5814,0.0000,0.0000,0.0000,0.0000,0.0000,20599017.1724,0.0000,23151520.0434,23495652.1494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22164134.3114,22005278.9204,0.0000,0.0000,0.0000,0.0000
10,0.0000,0.0000,0.0000,0.0000,25191923.7944,0.0000,0.0000,23824361.5024,22175351.7184,0.0000,0.0000,0.0000,0.0000,0.0000,20600180.2224,0.0000,23136421.0614,23489344.5334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22153370.4454,22016664.5364,0.0000,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000,0.0000,25212702.9524,0.0000,0.0000,23842080.1924,22157564.1994,0.0000,0.0000,0.0000,0.0000,0.0000,20601445.8234,0.0000,23121386.4024,23483140.4674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22142641.5314,22028115.8544,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000,0.0000,25233472.3074,0.0000,0.0000,23859821.0524,22139817.0794,0.0000,0.0000,0.0000,0.0000,0.0000,20602814.4284,0.0000,23106417.2444,23477039.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22131948.0224,22039632.4264,0.0000,0.0000,0.0000,0.0000
13,0.0000,0.0000,0.0000,0.0000,25254234.9244,0.0000,0.0000,23877585.8454,22122113.5894,0.0000,0.0000,0.0000,0.0000,0.0000,20604285.9174,0.0000,23091511.4194,23471042.1854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22121289.3114,22051214.7104,0.0000,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000,0.0000,25274986.4804,0.0000,0.0000,23895372.4994,22104452.2934,0.0000,0.0000,0.0000,0.0000,0.0000,20605860.4184,0.0000,23076672.8914,23465146.8064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22110666.5564,22062861.7994,0.0000,0.0000,0.0000,0.0000
