P1_Epoch,P1_sv_1,P1_sv_2,P1_sv_3,P1_sv_4,P1_sv_5,P1_sv_6,P1_sv_7,P1_sv_8,P1_sv_9,P1_sv_10,P1_sv_11,P1_sv_12,P1_sv_13,P1_sv_14,P1_sv_15,P1_sv_16,P1_sv_17,P1_sv_18,P1_sv_19,P1_sv_20,P1_sv_21,P1_sv_22,P1_sv_23,P1_sv_24,P1_sv_25,P1_sv_26,P1_sv_27,P1_sv_28,P1_sv_29,P1_sv_30,P1_sv_31,P1_sv_32
1,0.0000,0.0000,0.0000,0.0000,24355908.5614,0.0000,0.0000,23220626.5514,22579665.4384,0.0000,0.0000,0.0000,0.0000,0.0000,20458302.3144,0.0000,24074943.2874,23356797.3794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21591102.3364,0.0000,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000,0.0000,24377140.2074,0.0000,0.0000,23238220.8334,22560243.7774,0.0000,0.0000,0.0000,0.0000,0.0000,20457007.4364,0.0000,24057277.2294,23346760.5774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22264499.3684,21599014.6404,0.0000,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000,0.0000,24398385.8334,0.0000,0.0000,23255846.2304,22540860.6264,0.0000,0.0000,0.0000,0.0000,0.0000,20455810.4394,0.0000,24039647.2934,23336817.8484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22252616.4934,21607012.2354,0.0000,0.0000,0.0000,0.0000
4,0.0000,0.0000,0.0000,0.0000,24419643.7504,0.0000,0.0000,23273500.9284,22521515.0174,0.0000,0.0000,0.0000,0.0000,0.0000,20454711.3314,0.0000,24022055.2294,23326970.1974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22240773.5514,21615094.0864,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000,24440910.9344,0.0000,0.0000,23291182.0394,22502209.3234,0.0000,0.0000,0.0000,0.0000,0.0000,20453710.5164,0.0000,24004499.7874,23317218.5214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22228968.6804,21623259.8034,0.0000,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000,0.0000,24462187.2864,0.0000,0.0000,23308889.8824,22482942.0204,0.0000,0.0000,0.0000,0.0000,0.0000,20452807.5164,0.0000,23986981.7234,23307561.8724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22217202.9004,21631509.7794,0.0000,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000,0.0000,24483475.1244,0.0000,0.0000,23326625.7564,22463712.5624,0.0000,0.0000,0.0000,0.0000,0.0000,20452003.5074,0.0000,23969502.0354,23297999.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22205477.3144,21639842.6904,0.0000,0.0000,0.0000,0.0000
8,0.0000,0.0000,0.0000,0.0000,24504772.2334,0.0000,0.0000,23344389.3744,22444524.5574,0.0000,0.0000,0.0000,0.0000,0.0000,20451297.3814,0.0000,23952062.6264,23288535.8824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22193790.9234,21648260.1404,0.0000,0.0000,0.0000,0.0000
9,0.0000,0.0000,0.0000,0.0000,24526076.0124,0.0000,0.0000,23362181.1444,22425374.8304,0.0000,0.0000,0.0000,0.0000,0.0000,20450689.8764,0.0000,23934660.7734,23279167.0514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22182142.8074,21656759.2814,0.0000,0.0000,0.0000,0.0000
10,0.0000,0.0000,0.0000,0.0000,24547388.8054,0.0000,0.0000,23379998.4504,22406264.8094,0.0000,0.0000,0.0000,0.0000,0.0000,20450181.1854,0.0000,23917299.8974,23269895.1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22170534.4794,21665342.0234,0.0000,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000,0.0000,24568710.7104,0.0000,0.0000,23397842.0764,22387196.0424,0.0000,0.0000,0.0000,0.0000,0.0000,20449771.0434,0.0000,23899979.2794,23260720.7064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22158966.2364,21674006.5464,0.0000,0.0000,0.0000,0.0000
