P1_Epoch,P1_sv_1,P1_sv_2,P1_sv_3,P1_sv_4,P1_sv_5,P1_sv_6,P1_sv_7,P1_sv_8,P1_sv_9,P1_sv_10,P1_sv_11,P1_sv_12,P1_sv_13,P1_sv_14,P1_sv_15,P1_sv_16,P1_sv_17,P1_sv_18,P1_sv_19,P1_sv_20,P1_sv_21,P1_sv_22,P1_sv_23,P1_sv_24,P1_sv_25,P1_sv_26,P1_sv_27,P1_sv_28,P1_sv_29,P1_sv_30,P1_sv_31,P1_sv_32
1,0.0000,0.0000,0.0000,0.0000,23588297.1604,0.0000,0.0000,23857002.1194,22200758.0324,24819142.7194,0.0000,0.0000,0.0000,0.0000,20401761.9254,0.0000,23661298.1934,23647003.0984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22052319.0224,22122001.9054,0.0000,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000,0.0000,23608600.0484,0.0000,0.0000,23873621.1814,22184343.9474,24840322.0744,0.0000,0.0000,0.0000,0.0000,20398692.9974,0.0000,23646630.2954,23634822.0354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22043260.3194,22133661.1224,0.0000,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000,0.0000,23628925.5044,0.0000,0.0000,23890250.2094,22167967.4854,24861494.3094,0.0000,0.0000,0.0000,0.0000,20395709.8124,0.0000,23632011.8824,23622722.4104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22034235.3854,22145389.0804,0.0000,0.0000,0.0000,0.0000
4,0.0000,0.0000,0.0000,0.0000,23649272.9374,0.0000,0.0000,23906890.8634,22151631.4054,24882660.8174,0.0000,25414007.2634,0.0000,0.0000,20392812.9774,0.0000,23617442.4324,23610711.8634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22025241.9554,22157185.1024,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000,23669643.1214,0.0000,0.0000,23923545.9194,22135334.4094,24903819.5694,0.0000,25392193.6134,0.0000,0.0000,20390002.8604,0.0000,23602924.0214,23598785.6254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22016283.2284,22169050.4044,0.0000,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000,0.0000,23690034.3154,0.0000,0.0000,23940212.2354,22119075.9134,24924972.8984,0.0000,25370387.5874,0.0000,0.0000,20387278.8414,0.0000,23588455.6204,23586942.8664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22007356.1024,22180983.0504,0.0000,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000,0.0000,23710445.8194,0.0000,0.0000,23956892.4114,22102857.3314,24946115.1044,0.0000,25348589.8564,0.0000,0.0000,20384641.5194,0.0000,23574038.2224,23575188.8474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21998461.9024,22192982.3224,0.0000,0.0000,0.0000,0.0000
8,0.0000,0.0000,0.0000,0.0000,23730877.4214,0.0000,0.0000,23973583.0564,22086679.8164,24967251.4384,0.0000,25326797.5494,0.0000,0.0000,20382091.5554,0.0000,23559672.9394,23563519.5204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21989602.0684,22205049.4724,0.0000,0.0000,0.0000,0.0000
9,0.0000,0.0000,0.0000,0.0000,23751329.5744,0.0000,0.0000,23990286.8284,22070539.6454,24988377.5974,0.0000,25305016.7044,0.0000,0.0000,20379628.4214,0.0000,23545360.0974,23551937.2484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21980773.8014,22217182.1334,0.0000,0.0000,0.0000,0.0000
10,0.0000,0.0000,0.0000,0.0000,23771799.8824,0.0000,0.0000,24007002.6094,22054442.0974,25009497.1374,0.0000,25283240.6194,0.0000,0.0000,20377253.2044,0.0000,23531100.1484,23540441.4604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21971978.7884,22229381.6874,0.0000,0.0000,0.0000,0.0000
