P1_Epoch,P1_sv_1,P1_sv_2,P1_sv_3,P1_sv_4,P1_sv_5,P1_sv_6,P1_sv_7,P1_sv_8,P1_sv_9,P1_sv_10,P1_sv_11,P1_sv_12,P1_sv_13,P1_sv_14,P1_sv_15,P1_sv_16,P1_sv_17,P1_sv_18,P1_sv_19,P1_sv_20,P1_sv_21,P1_sv_22,P1_sv_23,P1_sv_24,P1_sv_25,P1_sv_26,P1_sv_27,P1_sv_28,P1_sv_29,P1_sv_30,P1_sv_31,P1_sv_32
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23471882.6480,22191893.8880,0.0000,0.0000,0.0000,0.0000,0.0000,20578351.9860,0.0000,23893497.3460,22923691.7940,0.0000,0.0000,0.0000,24685392.0320,0.0000,0.0000,0.0000,0.0000,22052315.9830,21610199.9910,0.0000,0.0000,0.0000,0.0000
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23490854.3960,22172323.8130,0.0000,0.0000,0.0000,0.0000,0.0000,20581294.9390,0.0000,23875428.3220,22917977.5890,0.0000,0.0000,0.0000,24670644.7420,0.0000,0.0000,0.0000,0.0000,22040314.3620,21618284.1350,0.0000,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23509855.2300,22152802.3980,0.0000,0.0000,0.0000,0.0000,0.0000,20584342.2250,0.0000,23857404.5930,22912370.9030,0.0000,0.0000,0.0000,24655967.4510,0.0000,0.0000,0.0000,0.0000,22028358.8810,21626453.4580,0.0000,0.0000,0.0000,0.0000
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23528887.4450,22133328.4590,0.0000,0.0000,0.0000,0.0000,0.0000,20587493.8240,0.0000,23839423.4850,22906870.9990,0.0000,0.0000,0.0000,24641361.3330,0.0000,0.0000,0.0000,0.0000,22016449.1990,21634707.0260,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23547946.2680,22113903.8680,0.0000,0.0000,0.0000,0.0000,0.0000,20590749.9940,0.0000,23821486.8930,22901477.6920,0.0000,0.0000,0.0000,24626828.5240,0.0000,0.0000,0.0000,0.0000,22004586.2070,21643045.0990,0.0000,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23567036.7370,22094527.7880,0.0000,0.0000,0.0000,0.0000,0.0000,20594110.3670,0.0000,23803596.0320,22896192.9190,0.0000,0.0000,0.0000,24612367.7790,0.0000,0.0000,0.0000,0.0000,21992769.0750,21651467.1650,0.0000,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23586155.2180,22075201.4790,0.0000,0.0000,0.0000,0.0000,0.0000,20597575.1480,0.0000,23785750.6570,22891015.1430,0.0000,0.0000,0.0000,24597978.3700,0.0000,0.0000,0.0000,0.0000,21980998.9100,21659972.9310,0.0000,0.0000,0.0000,0.0000
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23605301.7210,22055924.2180,0.0000,0.0000,0.0000,0.0000,0.0000,20601144.1320,0.0000,23767951.4070,22885945.2020,0.0000,0.0000,0.0000,24583663.0480,0.0000,0.0000,0.0000,0.0000,21969275.1430,21668561.9500,0.0000,0.0000,0.0000,0.0000
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23624476.4430,22036697.3910,0.0000,0.0000,0.0000,0.0000,0.0000,20604817.4490,0.0000,23750199.6110,22880982.9390,0.0000,0.0000,0.0000,24569421.6620,0.0000,0.0000,0.0000,0.0000,21957598.3550,21677234.3590,0.0000,0.0000,0.0000,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23643677.7910,22017521.0190,0.0000,0.0000,0.0000,0.0000,0.0000,20608595.0510,0.0000,23732493.2170,22876129.5040,0.0000,0.0000,0.0000,24555254.4260,0.0000,0.0000,0.0000,0.0000,21945968.3860,21685989.5350,0.0000,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23662909.1620,21998394.6470,0.0000,0.0000,0.0000,0.0000,0.0000,20612476.9500,0.0000,23714835.8310,22871384.0990,0.0000,0.0000,0.0000,24541161.7350,0.0000,0.0000,0.0000,0.0000,21934385.4650,21694827.3880,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23682168.1200,21979320.2640,0.0000,0.0000,0.0000,0.0000,0.0000,20616462.8380,0.0000,23697227.1790,22866747.0260,0.0000,0.0000,0.0000,24527143.8080,0.0000,0.0000,0.0000,0.0000,21922849.8830,21703746.9590,0.0000,0.0000,0.0000,0.0000
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23701453.0830,21960297.4100,0.0000,0.0000,0.0000,0.0000,0.0000,20620552.7870,0.0000,23679667.1280,22862218.8370,0.0000,0.0000,0.0000,24513199.5400,0.0000,0.0000,0.0000,0.0000,21911361.7150,21712748.6860,0.0000,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23720764.7030,21941325.4900,0.0000,0.0000,0.0000,0.0000,0.0000,20624747.0430,0.0000,23662156.9320,22857799.2340,0.0000,0.0000,0.0000,24499333.1620,0.0000,0.0000,0.0000,0.0000,21899920.8900,21721832.0350,0.0000,0.0000,0.0000,0.0000
