0.00,0.00,0.00,0.00,0.00,25362406.53,0.00,0.00,21803305.97,21839892.75,23372135.82,0.00,22428513.53,0.00,0.00,23543773.85,0.00,24096441.22,24259800.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20351899.85,23319296.18,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25383290.12,0.00,0.00,21787915.96,21831637.39,23362144.70,0.00,22441751.00,0.00,0.00,23529512.87,0.00,24117147.13,24276684.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20350979.70,23305958.52,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25404156.69,0.00,0.00,21772569.25,21823414.47,23352246.47,0.00,22455048.29,0.00,0.00,23515306.19,0.00,24137862.98,24293579.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20350150.89,23292682.59,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25425001.44,0.00,0.00,21757265.09,21815223.53,23342443.51,0.00,22468402.19,0.00,0.00,23501152.26,0.00,24158585.34,24310481.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20349412.30,23279469.38,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25445828.17,0.00,0.00,21742005.15,21807065.78,23332732.06,0.00,22481815.27,0.00,0.00,23487054.57,0.00,24179318.43,24327396.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20348765.23,23266319.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25466638.63,0.00,0.00,21726787.83,21798941.10,23323115.43,0.00,22495287.21,0.00,0.00,23473010.87,0.00,24200059.84,24344321.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20348209.83,23253234.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25487426.97,0.00,0.00,21711614.99,21790847.97,23313593.39,0.00,22508814.70,0.00,0.00,23459022.77,0.00,24220806.59,24361254.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20347745.07,23240212.79,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25508195.76,0.00,0.00,21696486.00,21782786.98,23304165.36,0.00,22522399.85,0.00,0.00,23445091.40,0.00,24241560.88,24378197.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20347372.35,23227256.44,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25528947.67,0.00,0.00,21681401.82,21774759.20,23294833.19,0.00,22536042.60,0.00,0.00,23431216.65,0.00,24262322.30,24395148.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20347091.31,23214366.03,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,25549674.29,0.00,0.00,21666361.40,21766763.28,23285597.14,0.00,22549740.30,0.00,0.00,23417398.28,0.00,24283087.65,24412107.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20346902.06,23201540.38,0.00,0.00,0.00
